ID,Mika,Fabio,Disagreement,Text
507,1,1,FALSE,Does anyone know how the kubectl get pods command figures out that the pod is in status Running? I'm looking through the code but havent found it yet.
508,1,1,FALSE,"Being not pingable doesn't mean that the pod is unreachable. Ping is over ICMP protocol, which there's no relation with postgres over 5432"
509,1,1,FALSE,the dev env is to big
510,2,2,FALSE,$ kubectl get pod busybox
511,1,1,FALSE,"@mattnworb No, the ConfigMap and Pod have to be in the same namespace"
512,2,1,TRUE,ERROR: logging before flag.Parse: I1026 21:33:17.410003 1 dnsprobe.go:75] Starting dnsProbe {Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1}
513,1,1,FALSE,"If you are trying connect in your postgres server from another pod, using the DNS name should work."
514,1,1,FALSE,i prefer to run everything remotely
515,2,2,FALSE,E1026 22:03:50.476883 1 reflector.go:199] k8s.io/dns/vendor/k8s.io/client-go/tools/cache/reflector.go:94: Failed to list *v1.Service: Get https://10.210.0.1:443/api/v1/services?resourceVersion=0: dial tcp 10.210.0.1:443: i/o timeout
516,2,2,FALSE,- path: /.*\.(jpg|js$|css|html|png|bmp|gif)
517,1,1,FALSE,you need to add some scripting
518,1,1,FALSE,@U7JTRT5QS in certificate-authority can you ensure you have the public key of the ca
519,1,1,FALSE,what is difference between ingress and ingresscontroller
520,1,1,FALSE,Ok this is weird - I have roundrobin turned on my router so that traffic hits 2 diff pods equally. When I run a Curl it works great and I see traffic alternating between the 2 pods. But when I view the page in my browser (incognito or not) it keeps showing the same pod. Never goes to the other. Any idea on how to route traffic to the other pod?
521,1,1,FALSE,your solution suits my requirements perfectly. I want to deploy a set of ingress controllers but only on designated servers
522,1,1,FALSE,Let me know if that works
523,1,1,FALSE,Ubuntu
524,1,1,FALSE,Any of you running PHP code in containers and in k8s?
525,1,1,FALSE,"When I run root@pricelabel-app-249837175-mvjw6:/~# ./price-project & exit and I leave the bash, my script works"
526,1,1,FALSE,you don't have the ca.pem
527,1,1,FALSE,Does it matter if my SHA-2 is full Root SHA-2 or if Root CA is SHA-1 encrypted?
528,1,1,FALSE,where hostname is the svc name?
529,1,1,FALSE,It looks like you have the wrong selector in the service manifest. You'll want to match the label you applied to the deployment. foot-test rather than foo-test-svc.
530,1,1,FALSE,"To generate, you can set token file in your api server"
531,1,1,FALSE,"So I can just have a NodePort service and it will work, @U7RG1QSNS"
532,2,2,FALSE,CERTS
533,1,1,FALSE,so is the limitation due to something like this hasn't been implemented yet or that kind of global configuration goes against kubernetes' paradigms
534,1,1,FALSE,your ip is the svc ip
535,2,2,FALSE,https://github.com/appscode/kubernetes/blob/e5e972a381950bbf74e3a22e5ea8718c28bd2cda/cluster/addons/calico-policy-controller/calico-node-daemonset.yaml#L120
536,2,2,FALSE,type: amazonEBS
537,1,1,FALSE,don't know. not even sure it's in kubectl yet
538,1,1,FALSE,"Hi guys!! How to access endpoints like traefik-web-ui.kube-system in local network, from my laptop for example ?"
539,1,1,FALSE,So conjure-up is like kubeadm but does the provider stuff for you ?
540,1,1,FALSE,"i don't know specific to kubernetes, but on that host if you can do docker ps -a and see the container that exited before the new one started, then you can do docker logs <containerid>"
541,2,2,FALSE,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break
542,1,1,FALSE,sharing it
543,2,2,FALSE,exec: \\\\\\\sh\\\\\\\: executable file not found in $PATH\\\\\n\
544,2,1,TRUE,@mdavidsen default busybox 0/1 Error 0 42m
545,1,1,FALSE,Take a look at OpenTracing
546,1,1,FALSE,"basically, to reach a service running in Cluster-1 from Cluster-2, that service must first be publically accessible from Cluster-1, meaning you can call it from outside cluster-1. Then you use that same exact URL to access the service from pods running inside Cluster-2."
547,1,1,FALSE,correct
548,1,1,FALSE,"for the ingress object, is it possible to have a host rule that will cover the url with and without www?"
549,1,1,FALSE,So I need two services if I want to expose it on a NodePort
550,1,1,FALSE,"Sensible, yes. lol"
551,2,1,TRUE,Failed to create client: ERROR communicating with apiserver: the server has asked for the client to provide credentials
552,1,1,FALSE,Can you paste the output of kubectl get nodes?
553,1,1,FALSE,what are you guy using for StorageClass?
554,1,1,FALSE,i'mean. are u sure u are looking in the right namespace?
555,2,2,FALSE,Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1
556,2,2,FALSE,servicePort: 8090
557,1,1,FALSE,@jeffhub well all I know is that all my clusters are on GKE
558,1,1,FALSE,Perhaps change order. I call the get-credentials near end before the kubectl commands:
559,1,1,FALSE,"Hi, I would to create new instance group as part of my configmap (in my case creation of ES) is there option to perform this ?"
560,1,1,FALSE,Any quick way to check how many pods a node can adjust?
561,1,1,FALSE,it's a rarely-used directory but needs upload/download ability. just trying to finish QA for migrating 13-year-old legacy LAMP app to k8s and gke so can shift to building out new stack. this is my final hiccup.
562,1,1,FALSE,Thanks. Will bear that in mind.
563,1,1,FALSE,Was there a mismatch in the end?
564,1,1,FALSE,"I mean, do services stop sending NEW traffic to a deleted pod before the SIGTERM signal is sent to the pod main process"
565,1,1,FALSE,tx @jpweber
566,1,1,FALSE,when I go to delete it to try again it times out with this sync error and I have no idea whats going on. I can't even exec into the pods and check namepaces nothing. I know it's not a quota issue I think I'm good there
567,1,1,FALSE,from the node
568,1,1,FALSE,@slavin.zach yeah it makes sensethanks
569,1,1,FALSE,Make sense of this for me please.
570,1,1,FALSE,"Maybe I didn't configure docker's network correctly enough? I have 1 master/1 node atm, am I supposed to have something handling the network for me yet?"
571,1,1,FALSE,"We had/have similar issues. Our seem to be caused by DiskPressure, but we haven't been able to confirm this."
572,2,2,FALSE,value: elasticsearch
573,1,1,FALSE,ctually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted
574,1,1,FALSE,No
575,1,1,FALSE,which command?
576,1,1,FALSE,"It's not ideal, but is doing the job. My next step would be to create a CLI tool that the devs can whip up those templates and scripts quickly. k8sdeploy create staging --app-name= --container-name= etc"
577,2,2,FALSE,--register-node=true \
578,1,1,FALSE,"we have an old k8s 1.3 cluster in production, where one of the nodes lost the ability to have containers on it connectable via service IPs (both on node and from other nodes). how does on debug this?"
579,1,1,FALSE,@ghop02 Try rsync
580,2,2,FALSE,alertmanager-fcbcdfc7-d6nx5 1/1 Running 0 4h
581,2,1,TRUE,data:
582,1,1,FALSE,is cluster-1 running in an environment that is firewalled at all?
583,2,2,FALSE,--insecure-bind-address=127.0.0.1 --insecure-port=8080
584,2,2,FALSE,iptables-save | grep hostnames
585,1,1,FALSE,i need some help of someone using k8s on google cloud
586,1,1,FALSE,ah
587,1,1,FALSE,hm ... how to get persistentvolumes asttached for pods per namespace ?
588,1,1,FALSE,I think that's done so that it won't overlap with any other RFC 1918 ranges currently in use with your network
589,1,1,FALSE,there are examples of nfs in the kubernetes repo. https://github.com/kubernetes/examples/tree/master/staging/volumes/nfs
590,1,1,FALSE,@U7FCJNU58 are you trying to update a deployment? you can't update labels after the first creation
591,1,1,FALSE,it's the same as before. Same thing is in my kubeconfig under client-certificate-data. I did the base64 decode. and it looks the same
592,2,2,FALSE,PDName: postgres-blah-data-disk
593,1,1,FALSE,^ yep. the -p flag should let you pull logs from a stopped container
594,1,1,FALSE,I am not sure..
595,1,1,FALSE,we have multiple data providers with multiple formats and connection types that come in on different ports.
596,1,1,FALSE,Have you tried it?
597,1,1,FALSE,namespace?
598,2,1,TRUE,on centos vm
599,1,1,FALSE,that was my first thought
600,1,1,FALSE,Given the following:
601,2,1,TRUE,spec:
602,1,1,FALSE,there is no live migration in kubernetes
603,1,1,FALSE,"Hello. Where can I find someone who knows how to monitor pods probes states - ie ready vs unready? We are having some issues, but I can't find the way how to check at which times the pods were unready or not, does anyone has some idea?"
604,1,1,FALSE,for kubeconfigs authentications
605,1,1,FALSE,yup I know but it seems dead for today
606,1,1,FALSE,also see https://github.com/docker-library/php/issues/186
607,1,1,FALSE,@U7N4JEF9U Downgrade to Docker 1.12.6 to start with. 17.09 is not validated with kubernetes
608,1,1,FALSE,If you need containers in separated pods -> created separated deployments
609,1,1,FALSE,Does pod cidr + service cidr need to be a real subnet? meaning if all of my hosts are on 192.168.13.0/24 could I just pick 10.32.1.0/24 for pod subnet?
610,1,1,FALSE,In what sense?
611,1,1,FALSE,"I've already tried thatNone of the solutions worked for me, elasticsearch is crashing because it says that it has no access to the folder"
612,1,1,FALSE,it will only prevent new ones from being scheduled
613,1,1,FALSE,"got, it! Thanks a lot!"
614,1,1,FALSE,@U7N4JEF9U https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG-1.8.md#external-dependencies is my source for this information
615,1,1,FALSE,you know the magic ? hehe
616,1,1,FALSE,this for mongo: Name: mongo-controller-qm4wn
617,2,2,FALSE,- http:
618,1,1,FALSE,just proxying is messing up
619,1,1,FALSE,Doc says restartPolicy applies to all Containers in the Pod. restartPolicy only refers to restarts of the Containers by the kubelet on the same node.
620,2,2,FALSE,mountPath: /var/config.yml
621,1,1,FALSE,this is perfect.
622,1,1,FALSE,"Are you terminating SSL at your ELB in HTTP mode or at your nginx Ingress controller with your ELB in TCP mode? It must be the latter, because ELBs don't supporting proxying WebSocket connections."
623,2,2,FALSE,matchLabels:
624,1,1,FALSE,"I have a zombie stateful set. It was installed (along with other resources) using helm and the helm delete --purge failed (not sure helm's involvement matters). But now of course when I try to install that same helm chart it fails because the zombie stateful set still exists. kubectl get statefulsets does _not_ show the zombie, but kubectl get statefulset myzombie does. kubectl delete --force statefulset myzombie seems to just hang. Any advice on how to clear out that zombie definition?"
625,1,1,FALSE,@3molo I can say that it looks interestingNo idea how/why that would occur. kubectl describe pod busybox?
626,2,2,FALSE,# multi_accept on;
627,2,2,FALSE,imagePullPolicy: Always
628,2,2,FALSE,}
629,1,1,FALSE,Ok. I'll have to fix that debian package though as it doesn't include kubeadm
630,1,1,FALSE,add more nodes before they get overcrowded
631,2,2,FALSE,TLS
632,1,1,FALSE,@kdockery doesnt that override a whole directory ?
633,1,1,FALSE,"@amulholland You understood right! Moreover, I can say that if I use the Wifi adapter to connect to internet k8s hangs as well"
634,1,1,FALSE,How to satisfy Ingress Certificate and Key requirements? Do I need to chain? I am getting error: failed to load key pair tls: private key does not match public key when doing: kubectl create secret tls savvisave-com-tls-secret --key domain.com.key --cert digicert-sha2.pem
635,2,1,TRUE,kube hpa wtf
636,1,1,FALSE,"Hi guysWhen I get the memory/usage of a pod from Heapster, in which unit of measurement is it?"
637,1,1,FALSE,"hey all, ive been seeing some oddness with 1.7.8 re: scheduling pods on kubelets that have no more pod IPs left in their pod CIDR"
638,1,1,FALSE,How would I check this?
639,2,2,FALSE,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.998081 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54066: remote error: tls: bad certificate
640,1,1,FALSE,"i mean alert if node fails, what do you prefer?"
641,1,1,FALSE,"okay,"
642,1,1,FALSE,np
643,1,1,FALSE,"there you go, dont forget to systemctl daemon-reload andrestart kubelet"
644,2,1,TRUE,Type: GCEPersistentDisk (a Persistent Disk resource in Google Compute Engine)
645,1,1,FALSE,"but i was also messing around with --network, --image and instance size"
646,1,1,FALSE,"@U7P7RBJEA i'm afraid i'm probably not the best person to help, i'm fairly new to k8s so my knowledge is limited"
647,1,1,FALSE,"it is, we've restarted it too"
648,1,1,FALSE,On step 8 (https://github.com/kelseyhightower/kubernetes-the-hard-way/blob/master/docs/08-bootstrapping-kubernetes-controllers.md) I tried running the command kubectl get componentstatuses but it fails. with error Unable to connect to the server: x509: certificate signed by unknown authority I tried running it with --insecure-skip-tls-verify and then I get Error from server (Forbidden): componentstatuses is forbidden: User admin cannot list componentstatuses at the cluster scope
649,1,1,FALSE,maybe it's something above that's throwing off the interpreter
650,2,1,TRUE,- backend:
651,1,1,FALSE,"Ok, I will give it some time longer."
652,1,1,FALSE,how did you create your configamp?
653,1,1,FALSE,"hmm, works better now :/"
654,1,1,FALSE,Hello. Anyway to give custom helm fullname?
655,1,1,FALSE,Are you using kubectl create to apply your YAML file?
656,1,1,FALSE,"yup for sure, it's a long read but covers pretty much everything"
657,1,1,FALSE,"Hey, guys. Using heapster in two separate clusters using close the standard deploy. Is it possible to have them both populate to a single influxdb for a single grafana dashboard? I'm testing out a testing and staging cluster - as soon as I enabled the new sink on the staging cluster, all the testing cluster's data disappeared."
658,1,1,FALSE,:)
659,2,2,FALSE,user: admin
660,1,1,FALSE,following kubernetes the hard way approach
661,1,1,FALSE,that must be it
662,1,1,FALSE,@zatricky now I'm wondering...bytes or bits?
663,1,1,FALSE,doesn't describe give u interesting events?
664,1,1,FALSE,it's still really WIP
665,1,1,FALSE,"> it sounds like limiting user access per-namespace isn't really possible? per-namespace access requires role bindings within that namespace, not globbing"
666,1,1,FALSE,I've seen Error pods in normal output anyways so
667,1,1,FALSE,(at least based on that output it should be /dev/dm-0)
668,1,1,FALSE,"Hi, I'm using HPA and CA (autoscalers), it looks like I have enough nodes (16 cores each) but the pods are not being scheduled and those that are scheduled are not divided evenly between the nodes. It looks like this:"
669,1,1,FALSE,did you deployed the networking addon ?
670,1,1,FALSE,@pl does tge preStop occur after sending SIGTERM ?
671,1,1,FALSE,"Hello, guys. I'm struggling to beat a problem with my container which send a request to API and it rejects it with 403. Something like this: 403 Client Error: Forbidden for url: https://10.233.0.1:443/api/v1/namespaces/default/pods?labelSelector=app%3Drabbitmq%2Cenvironment%3Dtesting%2Ctest%3Dtrue RBAC is enabled, but I've created the role which is allowed to get pods."
672,1,1,FALSE,@tamal thanks
673,2,2,FALSE,https://github.com/wongnai/kube-slack
674,1,1,FALSE,@cburdick here.
675,1,1,FALSE,@lukas.dolezal
676,1,1,FALSE,Okies thanks
677,2,1,TRUE,nodeSelector:
678,1,1,FALSE,"I would like to know this too, as Im a gitlab user as well. I currently just load a kubectl image and apply -f deloyment.yml lol"
679,1,1,FALSE,Found these 2 alternatives. 1) run new relic as a daemonset: https://github.com/kubernetes/examples/blob/master/staging/newrelic/README.md 2) run newrelic in the php pod: https://discuss.newrelic.com/t/can-i-using-apm-php-in-kubernetes/42031
680,1,1,FALSE,do you have control over the cluster or are u a user? (i don't even know how this is done in k8s...)
681,2,2,FALSE,USER PID %CPU %MEM VSZ RSS TTY STAT START TIME COMMAND
682,1,1,FALSE,aww yea
683,1,1,FALSE,"Hi, a question regarding service communication: in a cluster, I have serviceA and serviceB, serviceA can reach out serviceB using serviceB's clusterip:port, now the question is, can serviceA reach serviceB using serviceB's external ip address?"
684,2,1,TRUE,Starting dnsProbe
685,1,1,FALSE,if you do an exec into the pod and do a whoami what user does it give you?
686,2,2,FALSE,31s 31s 1 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 30; reason: cpu resource utilization (percentage of request) above target
687,1,1,FALSE,I've got php-fpm & nginx deployments yeh
688,2,1,TRUE,rpc error: code = 13 desc = invalid header field value oci runtime error: exec failed: container_linux.go:247: starting container process caused \exec: \\\/bin/ls /ingress-controller/ssl\\\: stat /bin/ls /ingress-controller/ssl: no such file or directory\\n
689,1,1,FALSE,"We do this as well. Not great. But I would like to use helm instead to deploy app continuously. But the base is the same: build (make the artefact), bake (inject all app configuration), deploy (helm with kube only configuration, and of course secrets, but no configmap, no env variable,...). The no env part is tricky, at least we keep env vars and stuff for some services deployed along side the main app(s), to reuse for instance rabbitmq container and so on"
690,2,2,FALSE,kubectl delete --cascade=false --force=true --now=true statefulset myzombie
691,2,2,FALSE,gcloud --quiet config set compute/zone ${CLOUDSDK_COMPUTE_ZONE}
692,2,1,TRUE,Error: 'dial tcp 10.200.3.2:8443: getsockopt: no route to host'
693,1,1,FALSE,is there any way to get pre-restart logs from a container that has restarted?
694,2,2,FALSE,- /bin/sh
695,1,1,FALSE,Anyone????
696,2,2,FALSE,gcloud docker -- push gcr.io/${PROJECT_NAME_STG}/${DOCKER_IMAGE_NAME}
697,2,2,FALSE,strategy: {}
698,1,1,FALSE,hmm i could also use helm it still it looks like too complex
699,2,2,FALSE,client-go - Go client for Kubernetes.
700,1,1,FALSE,"Ok, I'm getting frustrated with ELK now. To the point that I want to throw it out of the window. What system requirements are needed to make it happy, and keep it running for longer than 24 hours? I'm now getting Out of Java Heap Space errors. Currently set to value: -Xms2000m -Xmx2000m"
701,1,1,FALSE,How can you read those labels normally?
702,2,2,FALSE,/etc/systemd/system/multi-user.target.wants/docker.service
703,1,1,FALSE,http or https ???
704,2,2,FALSE,servicePort: 8091
705,1,1,FALSE,ok
706,2,2,FALSE,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break;
707,1,1,FALSE,"hmm, now I'm not sure how to proceed with this tutorial now that I can only make it work in default"
708,1,1,FALSE,@ekarlso https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/#add-configmap-data-to-a-specific-path-in-the-volume
709,2,2,FALSE,- |
710,1,1,FALSE,"I'm trying to setup kubernetes, running 1.7.x with docker. When I do kubectl run my-nginx --image=nginx, and then try kubectl exec my-nginx-217742694-7xh18 -- printenv, I get Error from server: error dialing backend: dial tcp 127.0.1.1:10250: getsockopt: connection refused"
711,1,1,FALSE,should I create a new PVC with a larger size to mount to the existing node -> do rsync -> restart node to mount to new PVC
712,1,1,FALSE,and some udp connectiions
713,1,1,FALSE,"nice, do you know if there is a open source repo with your set up that I could have a look at? I have never made/used any bidirectional sync config"
714,1,1,FALSE,"ideally you're only paged if there's a business impact, or something needs to be addressed _RIGHTNOW_. A pod dying should resolve itself. A node dying should resolve itself. But you want to make sure you're monitoring business metrics and alerting if customers/users are ever impacted."
715,1,1,FALSE,of *a* pod
716,2,2,FALSE,kubernetes-labs git:(master)kubectl create -f cron-job.yaml
717,1,1,FALSE,"what might be some of the reasons why a pod fails to start with command passed as /bin/sh or /bin/bash, when it works properly with standalone docker run docker run -it --entrypoint /bin/bash localhost:2000/app.batch.adapter?"
718,1,1,FALSE,"rather than creating a loadbalancer service, you could have a single ingress controller (there's an nginx one that we used for a short time, we've since moved to istio). Then when you create a new service you want to expose, you just create an ingress resource, Then all your ingress traffic to the cluster goes through a single loadbalancer connected to the ingress controller inside the cluster."
719,2,2,FALSE,Current attempt: ~~~ spec: containers: - image: gcr.io/my-project/my-app:latest name: my-app securityContext: privileged: true capabilities: add: - SYS_ADMIN lifecycle: postStart: exec: command: - sh - -c - > su www-root
720,1,1,FALSE,this is a great place to start. Thank you so much!
721,2,1,TRUE,Current attempt:
722,2,1,TRUE,user:
723,1,1,FALSE,Where can I take them so my developer team will have access? Do you know any example which I can refer?
724,1,1,FALSE,"@high_on_bananas sorry, it's not working. Even $ curl -l 10.10.10.222:5432 is not working."
725,1,1,FALSE,"@amulholland sorry, changed company since. that image is on the internal net"
726,1,1,FALSE,"yeah, I'd heard the claim that Helm could do full CI/CD"
727,1,1,FALSE,Is the 0.1 address the IP of the pod?
728,1,1,FALSE,"Yeah thats the problem @foxie You can stick a camera down all you like, but really how many checks are amazon actually doing on their delivery drivers"
729,1,1,FALSE,"@3molo seems wired, but try to specify the full path to sh e.g. /bin/sh"
730,1,1,FALSE,Lol
731,1,1,FALSE,@jpweber no at all
732,1,1,FALSE,"@hubt thanks, let me give a try!"
733,1,1,FALSE,I did and it looks ok imo
734,1,1,FALSE,"Right, but what hostnames is the cert valid for, and is the Ingress's host one of those valid hosts?"
735,2,1,TRUE,healths check failed [[kube-probe/1.8] 127.0.0.1:53240
736,1,1,FALSE,which file do i need to base63-encode to connect from gitlab to k8s?
737,1,1,FALSE,?
738,1,1,FALSE,"No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3)."
739,1,1,FALSE,"btw tested out cri-o project today instead of docker, it's still really WIP"
740,1,1,FALSE,that link is always for current version
741,1,1,FALSE,I copied the same pod yaml as given on that page
742,1,2,TRUE,YAML
743,1,1,FALSE,Thanks @amulholland
744,1,1,FALSE,Hi @walteraa did you configure DNS server to resolve these entries ?
745,1,1,FALSE,Limiting a ES node to 500m CPU?
746,1,1,FALSE,that helps a lot
747,2,1,TRUE,22h 1s 9 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 15
748,2,2,FALSE,revisionHistoryLimit: 5
749,1,1,FALSE,"Hi, everyone"
750,1,1,FALSE,a Persistent Disk resource in Google Compute Engine
751,1,1,FALSE,you need an ingress controller
752,2,1,TRUE,22h 4m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 16
753,1,1,FALSE,very little info to tell what's going on. one possible scenario is the svc selector is to broad and hits different pods/deployments in a round-robin fashion
754,2,2,FALSE,^--
755,2,2,FALSE,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: I1026 20:19:43.243413 5596 aws.go:810] Zone not specified in configuration file
756,1,1,FALSE,"@tamal look at the objects in a collection of files (e.g., in a directory) and validate them"
757,1,1,FALSE,"Hello, is there any GitHub with a beginner's tutorial that you indicate?"
758,1,1,FALSE,"I have an intermediary container that receives uploads and then uploads to S3 (We are working on uploading to s3 directly, but the legacy is this way now). Sometimes there is an issue with the upload and the file gets stuck on the container. Is there an easy way to clean out these files every 90 minutes?"
759,1,1,FALSE,@mdavidsen I've seen you around every time I've been lurking here.. what's you take on this:
760,1,1,FALSE,@U7FCJNU58 can you show the output of kubectl describe svc/foot-test-svc?
761,1,1,FALSE,you will need to use a NodePort service then
762,1,1,FALSE,my app port 8099 i am provding nodeport for service 30080
763,1,1,FALSE,https://kb.wisc.edu/middleware/page.php?id=4064 might help you check if the key actually matches the cert
764,1,1,FALSE,anyone run into
765,2,2,FALSE,kubectl get persistentvolumeclaims -n blah
766,2,2,FALSE,8h 12m 3 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 4; reason: cpu resource utilization (percentage of request) above target
767,1,1,FALSE,"Hi Can someone please advise How I can setup kubernates cluster on VM running on OS CentOS Linux release 7.3.1611 (Core) With Docker Version 17.09.0-ce I Tried Following Instruction from https://kubernetes.io/docs/getting-started-guides/centos/centos_manual_config/ But Running into issues and now after installing flanneld.service Even Docker is not starting Oct 26 07:13:19 kuber-poc-app1 systemd[1]: flanneld.service: main process exited, code=exited, status=2/INVALIDARGUMENT Oct 26 07:13:19 kuber-poc-app1 systemd[1]: flanneld.service changed final-sigterm -> failed Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Job flanneld.service/start finished, result=failed Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Failed to start Flanneld overlay address etcd agent. Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Job docker.service/start finished, result=dependency Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Dependency failed for Docker Application Container Engine. Oct 26 07:13:19 kuber-poc-app1 systemd-logind[735]: Got message type=signal sender=:1.0 destination=n/a object=/org/freedeskt Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Sent message type=signal sender=n/a destination=n/a object=/org/freedesktop/system Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Job docker.service/start failed with result 'dependency'. Oct 26 07:13:19 kuber-poc-app1 systemd[1]: Unit flanneld.service entered failed state. Oct 26 07:13:19 kuber-poc-app1 systemd[1]: flanneld.service failed. Please help me to clean this mess and get started from scracth again"
768,2,2,FALSE,etc/systemd/system/docker.service.d/docker-external.conf
769,1,1,FALSE,Can you explain a bit further @U7Q9UM449
770,1,1,FALSE,"I'm thinking passing kubectl configs via secret to a reaper container with only the kubectl binary that scrapes stopped containers in particular deployment (as input of environment variable)? or do you think there is a better, cleaner way of doing it?"
771,1,1,FALSE,In the dev clsuster I want a ynique identifier what is build-1234.dev.<test>
772,2,2,FALSE,https://kubernetes.io/docs/tasks/debug-application-cluster/debug-service/
773,1,1,FALSE,is there a way to get a configmap as a file vs a volume ?
774,1,1,FALSE,@nux - Should be in bytes
775,1,1,FALSE,"following https://kubernetes.io/docs/tutorials/stateless-application/guestbook/, got Error from server (BadRequest): error when creating redis-master-deployment.yaml: Deployment in version v1beta2 cannot be handled as a Deployment: no kind Deployment is registered for version apps/v1beta2 when applied master deployment file"
776,1,1,FALSE,it is just helm/kube/mirror and a large pile of bash right now
777,2,2,FALSE,https://rook.io/
778,1,1,FALSE,as in
779,1,1,FALSE,cool! it is now clear to me! thank you! @roffe
780,1,1,FALSE,"these are for tcp socket type connections, my first attempt at using an ingress didn't seem to work."
781,1,1,FALSE,done
782,1,1,FALSE,Thanks!
783,2,2,FALSE,kubernetes enable PROXY protocol loadbalancer
784,2,2,FALSE,kubectl get svc --all-namespaces
785,1,1,FALSE,No resources found.
786,1,1,FALSE,"Gah, I can't type this well. will take a few attempts. So the idea is to get a test case going without revealing what roles have privileges. So I have my restricted and permissive clusterroles, I want the local user to be able to essentially try this: https://github.com/kubernetes/examples/blob/master/staging/podsecuritypolicy/rbac/README.md but with the assumption they are namespace-locked and the only options they have are rolebindings to clusterroles."
787,1,1,FALSE,"@liggitt Btw, can't a user with 'admin' elevate his permissions to 'cluster-admin' (for that namespace) since they can update rolebindings?"
788,1,1,FALSE,Does anybody have experience connecting to JMX on AWS/Kuberntes pod?
789,2,2,FALSE,name: jenkins-home-pvc
790,1,1,FALSE,"I'm not entirely sure, It took me forever to understand sidecar-ing nginx&php containers into one pod and now I've found that it's probably not the best way to do it haha"
791,1,1,FALSE,@mettjus i've done it
792,1,1,FALSE,"hello, how can I add contraints to not have 2 pod of the same deployment running on the same node?"
793,1,1,FALSE,"Is there any way to perform a rescheduling command? I mean I have a deployment created before, but I did something witch changes my cluster(or federation) status(e.g: add a new node in a cluster, add a new cluster in a federation, adding a new label in a cluster, etc...) Is there a way to perform a rescheduling considering the new cluster/federation configuration?"
794,1,1,FALSE,How has everyone deployed prometheus & grafana? Helm chart ? Custom deployment?
795,1,1,FALSE,"Hey everyone, does anyone have any info on when the RPM 1.8.2 packages are being released, I see the DEB ones are already available but not the RPMs? Thanks!"
796,1,1,FALSE,what is status of kube-apiserver
797,1,1,FALSE,yeah root usually requires special permissions and isn't something that is recommended for security concerns unless absolutely needed
798,2,2,FALSE,cluster: hapi
799,1,1,FALSE,Man @hubt you sure help a lot
800,1,1,FALSE,checked the Namespace and I'm in the right one and it's deployed in the right one
801,1,1,FALSE,"I think it'd still be a pod. It would presumably need a service for you to connect to. I've launched the helm chart for it before now, but personally didn't find much use for it at the time."
802,1,1,FALSE,we tried doing this - http://backreference.org/2010/06/11/iptables-debugging/ but its not working for us to try and show the rewriting
803,1,1,FALSE,"I'm setting up Heapster on a cluster, and it seems that Heapster can only monitor the node on which the pod is currently running. I keep getting the following errors"
804,1,1,FALSE,"@roffe, woow! that sounds amazing, good job there! I definitely will take a look at this! As you said it is out of scope, So in a nutshell what I understood is"
805,2,1,TRUE,NAME READY STATUS RESTARTS AGE
806,1,1,FALSE,@roffe I see!
807,1,1,FALSE,so in k8s terms they are host volumes
808,2,2,FALSE,Min replicas: 2
809,2,2,FALSE,https://github.com/microwavecausesaids/kubernetes_the_hard_way_ansible_version/blob/master/roles/master/tasks/main.yml
810,1,1,FALSE,@amulholland it would be too easy to predict things getting stolen wouldn't it
