id,source,text,rater1,rater2
484,mozilla,I have only noticed this bug on bugzilla query results pages. It seems to happen,NL,NL
485,mozilla,"Select the filter in the list, make sure """"Inbox"""" is selected at the bottom, and click """"Run Now"""". This should delete all the bugspam. You can then delete the filter.",NL,NL
486,mozilla,"align=""""JUSTIFY""""",Not,Not
487,mozilla,"[Comment 52 is an instance of this on inbound, from the push right *before* this landed, BTW. So all is still well.]",NL,NL
488,mozilla,Thread 10:,Not,NL
489,mozilla,https://crash-stats.mozilla.com/report/list?signature=JSC%3A%3AYarr%3A%3AInterpreter%3Cwchar_t%3E%3A%3ApopParenthesesDisjunctionContext%28JSC%3A%3AYarr%3A%3AInterpreter%3Cwchar_t%3E%3A%3ABackTrackInfoParentheses%2A%29&product=Firefox&query_type=contains&range_unit=weeks&process_type=any&hang_type=any&date=2014-05-12+13%3A00%3A00&range_value=2#tab-reports,Not,Not
490,mozilla,I don't know if .crossOrigin returns the appropriate value if the attribute is missing or set to an invalid value.,NL,NL
491,mozilla,"When the AudioChannelService sends the """"audiochannel-activity"""" event, the window ID of the wrapper is the ID of the """"inside app"""".",NL,NL
492,mozilla,Done!,NL,NL
493,mozilla,https://hg.mozilla.org/integration/mozilla-inbound/rev/c7dc1afc3c4c,Not,Not
494,mozilla,mmaps   by size class: 8:212979; 9:24573; 10:8190; 11:6141; 12:2048; 13:1024; 14:512; 15:256; 16:192; 17:32; 18:48; 19:8; 20:4;,Not,Not
495,mozilla,* FastListWidget.prototype.insertItemAt will now throw an error if you aren't appending,NL,NL
496,mozilla,"On Home page, when I run the mouse over the photo, the pointer changes to a hand but the link info does not appear.  If I do the same thing in I.E., it works fine",NL,NL
497,mozilla,"I wonder if this will induce significant delay in the local connection case after stable state has been reached (all shims are patched in). A good benchmark will be the web console, since Mihai has been measuring its performance for quite some time now.",NL,NL
498,mozilla,So you use the full URL for the Cache key here to provide separation between different ServiceWorker scripts within the same origin?  It seems this is not covered in the spec.  Can you open an issue on the SW github to clarify?,NL,NL
499,mozilla,"As for the wkCursor stuff, though, I suspect those methods are thin wrappers around undocumented system calls.  I've encountered this kind of thing before in WebKit.",NL,NL
500,mozilla,#0  0xffffe410 in __kernel_vsyscall (),Not,Not
501,mozilla,"For potential follow-ups, I've identified:",NL,NL
502,mozilla,"I'm still forming an opinion here, but the other side of the coin is that Firefox may prefer to keep some control over this part of the UI, given it is in the Firefox chrome.  Eg, a consistent set of icons would allow FF to treat an icon like any other part of the toolbar (full """"customize"""" support, for example), or implement other policies.  If the provider was able to show/hide icons, or create new ones that appear unrelated to ones seen before, we'd lose some control over the UX.",NL,NL
503,mozilla,Steps to Reproduce:,NL,NL
504,mozilla,<head>,Not,Not
505,mozilla,reports on it. Lots of work needs doing here!,NL,NL
506,mozilla,give us slightly better behavior.  We could look at putting a hard cap on the,NL,NL
507,mozilla,More reports at:,NL,NL
508,mozilla,http://www.unicode.org/standard/translations/persian.html (The bug is reproducible),NL,NL
509,mozilla,"isNaN is probably a leftover from former days. Since we have a number box, it's not needed. This code should use .valueNumber instead of .value.",NL,NL
510,mozilla,Reproducible: Always,NL,NL
511,mozilla,"Now that Beta 5 has came out, I do not see this error any longer.",NL,NL
512,mozilla,"E/GeckoConsole(  649): [JavaScript Warning: """"Error in parsing value for 'font-size'.  Declaration dropped."""" {file: """"app://communications.gaiamobile.org/dialer/index.html#keyboard-view"""" line: 0 column: 0 source: """"40""""}]",Not,Not
513,mozilla,+    },Not,Not
514,mozilla,This version is compatible with tip.,NL,NL
515,mozilla,Why stringifying then parsring?,NL,NL
516,mozilla,19 	ntdll.dll 	_RtlUserThreadStart,Not,Not
517,mozilla,0:000> |* ~* kp,Not,Not
518,mozilla,new TestCase();,Not,Not
519,mozilla,I/Gecko   (18024): *** Search: metadata init: starting,Not,Not
520,mozilla,3. Switch to the tab containing the Javascripted page and notice the added delay,NL,NL
521,mozilla,"I would limit it to even less. Note that you often find much less in the cache, even after surfing for hours. The memory cache is hardly used these days. Maybe a fixed number of 1MB ?",NL,NL
522,mozilla,"With these patches, the benchmark spends almost all the browser-process time simply doing fills to copy the plugin Image surface to the window's HDC. No double-buffering, no ThebesLayer compositing.",NL,NL
523,mozilla,"11:38:52 INFO - [Child 773] WARNING: NS_ENSURE_TRUE(node) failed: file ../../../gecko/layout/base/nsDocumentViewer.cpp, line 3530",Not,Not
524,mozilla,It should leave space for my answer displaying my signature at the botton.,NL,NL
525,mozilla,p.s. remember to use |feedback?| flag next time.,NL,NL
526,mozilla,=============================================================,Not,Not
527,mozilla,"I have no time to work on mozilla at the moment, so dougt is taking over FTP",NL,NL
528,mozilla,*** This bug has been marked as a duplicate of 252147 ***,NL,NL
529,mozilla,"The Gadget box with Firefox is the appropriate size, but no gadget is displayed at all, just an infinitely spinning """"loading"""" wheel.",NL,NL
530,mozilla,"Re-tested this just in case and still cannot reproduce it, closing as WFM.",NL,NL
531,mozilla,Thanks,NL,NL
532,mozilla,Review of attachment 8750985:,NL,NL
533,mozilla,There were some whitespace differences between the two branches. I verified that this patch is the same by doing |diff -w 1.9patch thispatch| and noticing that none of the added or removed lines showed up.,NL,NL
534,mozilla,"edge as first edge, so that it works for both ltr and rtl conditions. Its not",NL,NL
535,mozilla,"(I haven't looked at how these particular ones are labeled, fwiw, but just the concept of having a single <toolbaritem> wrapping a <toolbarbutton> is not unheard of. I vaguely recall running into some when we did Australis' styling as well.)",NL,NL
536,mozilla,http://video.tickerforum.org/cgi-bin/feedme?m4v=2008-0911,Not,Not
537,mozilla,New lines and indents in the C code sample,NL,NL
538,mozilla,For good measure it also Releases the current nsIAppShell object one,NL,NL
539,mozilla,"Ikura, AU116, 24/05 vendor build",NL,Not
540,mozilla,I begin to type an address.,NL,NL
541,mozilla,radars should now be considered deprecated in favour of keywords.,NL,NL
542,mozilla,uninstalling latest-0.8) and removing mozilla and phoenix dirs.  Also added reg,NL,NL
543,mozilla,====================================================================================================,Not,Not
544,mozilla,"@@ +482,3 @@",Not,Not
545,mozilla,"Further, the too bar declaration does not always appear.   DANGEROUS.",NL,NL
546,mozilla,"2.Click on the """"Global"""" link underneath the title """"Global""""",NL,NL
547,mozilla,We have bug 555728 for this I think.,NL,NL
548,mozilla,"<LI><A HREF=""""Inside/""""><FONT SIZE=""""+1"""">Inside",Not,Not
549,mozilla,Review of attachment 666328:,NL,NL
550,mozilla,"found. I get the old """"Unable to determine IP address from host name for home"""".",NL,NL
551,mozilla,cl 	14.00.50727.762 	-GR- -GL -wd4624 -wd4952 -TP -nologo -Zc:wchar_t- -W3 -Gy -Fd$(PDBFILE),Not,Not
552,mozilla,"We can reproduce this bug when monkey test. Please see snapshot.jpg in my log, maybe this bug caused by dialer or status bar, and we can find """"AsyncChannel error"""" in bugreport.",NL,NL
553,mozilla,be changed to always copy?,NL,NL
554,mozilla,+0x00000344 [/usr/local/lib/mozilla-1.8a5/components/libgklayout.so +0x0037059E],Not,Not
555,mozilla,There's absolutely no justification for breaking the DNS spec here.  The,NL,NL
556,mozilla,Some hacking says:,NL,NL
557,mozilla,::: configure.in,Not,Not
558,mozilla,"The call's probably not too horrible, but its need to spill ecx and edx for the first two arguments is probably the killer, combined with likely-dumb codegen that starts with the usual function prologue.",NL,NL
559,mozilla,happen reliably.),NL,NL
560,mozilla,"If you believe initEvent() is actually doing something in this case in non-Firefox browsers, please say exactly what and show evidence to that effect.  Preferably, please give a test-case that behaves in a different way (in non-Firefox browsers) if initEvent() is deleted entirely.",NL,NL
561,mozilla,"Running HERE Maps, allowing geolocation:",NL,NL
562,mozilla,A bit internal but we know this will eventually go away :),NL,NL
563,mozilla,What happens if I have more than 1024 glyphs?  Why is nGlyphs 1020 instead of 1024?,NL,NL
564,mozilla,"Turns out this wasn't the cause of the problem for which it was backed out, so relanded:",NL,NL
565,mozilla,02:04:19 INFO - Crash address: 0x0,Not,Not
566,mozilla,Batch edit: Bugs still affected on b2g18 after 2/13 merge to v1.0.1 branch are affected on v1.0.1 branch.,NL,NL
567,mozilla,please look at this picture!,NL,NL
568,mozilla,See other reviews: https://reviewboard.mozilla.org/r/41651/,NL,NL
569,mozilla,"The Java applet should appear in the Print Preview on the page that it is actually going to print on paper (under Internet Explorer 6.0 SP2, this does work properly).",NL,NL
570,mozilla,try {,Not,Not
571,mozilla,"Marking as new, seeing on Linux 20021027",NL,NL
572,mozilla,User Agent: Mozilla/5.0 (Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,Not,Not
573,mozilla,Verified fixed FX 45.2.1 ESR tinderbox-build from 18-Jul-2016.,NL,NL
574,mozilla,hg bisect --bad  # probably,Not,Not
575,mozilla,"serial number for its identity, instead of the URI spec.",NL,NL
576,mozilla,also may occur in Indic scripts in a consonant-conjunct context,NL,NL
577,mozilla,Content-Encoding: x-bzip2,Not,Not
578,mozilla,http://bugzilla.mozilla.org/attachment.cgi?id=106786&action=view and look at the,NL,NL
579,mozilla,I/DEBUG   (  108):     beb0083c  0000000a,Not,Not
580,mozilla,Modified configure.in so MOZ_WEBSPEECH undefined implies both MOZ_WEBSPEECH_TEST_BACKEND and MOZ_WEBSPEECH_MODELS are undefined,NL,NL
581,mozilla,"Nick, can you follow up on that?",NL,NL
582,mozilla,Adapter RAM (GPU #2): 2048,Not,Not
583,mozilla,Java Plug-in for Netscape Navigator should not be used in Microsoft Internet,NL,NL
584,mozilla,"aliasing rules, but couldn't find a way to do so without increasing code size",NL,NL
585,mozilla,"Nevermind, RegisterWindowClass does that OR...",NL,NL
586,mozilla,This looks good to me!,NL,NL
587,mozilla,"I think the perf concern is somewhat valid, although measuring any small changes will probably be hard. My main concern is that with the currently setup / logging level all of our widget output will end up in tbpl logs, and may break test result parsing. We'll find out soon enough.",NL,NL
588,mozilla,Verified on 1999-09-23-09-M11 build.,NL,NL
589,mozilla,Steps to reproduce:,NL,NL
590,mozilla,"In devtools/shared/css-properties-db.js, should """":placeholder"""" really be sorted in with the moz-prefixed things?  I'd guess not.",NL,NL
591,mozilla,\n's and the like if the text node has them.,NL,NL
592,mozilla,Thanks for an otherwise great product.,NL,NL
593,mozilla,This DOES behave as expected in Seamonkey 1.7.2 (Mozilla/5.0 (Macintosh; U; PPC,NL,NL
594,mozilla,"pre-default-setting history on the first run, it should be correctly respecting",NL,NL
595,mozilla,- Unknown pseudo-element or pseudo-class :-moz-math-font-style-stretchy,Not,Not
596,mozilla,"maybe, heapapi.h is conflict.  We should use js/HeapAPI.h and remove",NL,NL
597,mozilla,[03:03:11.012] vendor::false,Not,Not
598,mozilla,Ctrl-Shift-G just makes sense (and is used thusly in other programs).  It,NL,NL
599,mozilla,"Hi Michael,",NL,NL
600,mozilla,| @@@  Enter username and password for Test  |,NL,NL
601,mozilla,print.printer_LaserJet-4L.print_paper_data,Not,Not
602,mozilla,WinMainCRTStartup(),Not,Not
603,mozilla,http://www.mozilla.org/quality/help/bugzilla-helper.html,Not,Not
604,mozilla,identified using the exception stack trace below.,NL,NL
605,mozilla,"But HOMEBREW_OLD_CLANG was never defined, so the script fails. The same problem exists with MACPORTS_OLD_CLANG.",NL,NL
606,mozilla,"if the caption is also given the style=""""margin:0 auto""""",NL,NL
607,mozilla,#6  0x4023f83f in dlerror () from /lib/libdl.so.2,Not,Not
608,mozilla,and it's working fine.,NL,NL
609,mozilla,3. processor usage will max out,NL,NL
610,mozilla,\-------------------------------------------------------------------------/,Not,Not
611,mozilla,223,Not,Not
612,mozilla,https://hg.mozilla.org/mozilla-central/rev/e7c0ddb5f948,Not,Not
613,mozilla,"#7  0xb4cecc68 in nsURILoader::OpenURI (this=0xb28ff550, channel=0xb0e84c50, aFlags=0, aWindowContext=<optimized out>)",Not,Not
614,mozilla,},Not,Not
615,mozilla,-    else,NL,NL
616,mozilla,REPORT_UNEXPECTED_EOF(PEColorHueEOF);,Not,Not
617,mozilla,kiran.s@in.ibm.com: would you please attach your changes as a cvs diff?,NL,NL
618,mozilla,"sharpgen = 0, table = 0x0}, argumentFormatMap = 0x8b39e30, lastMessage = 0x0,",Not,Not
619,mozilla,WWW-Authenticate: NTLM TlRMTVNTUAACAAAADAAMAHAAAAAFgooAebV1UHkjepEAAAAAAAAAAEAAQAAwAAAAAQAMAG0AaQBrAGEAZABvAAIAKABtAGkAawBhAGQAbwAuAG8AbABmAGUAbwAtAGwAYQBiAC4AbgBlAHQAAAAAAG0AaQBrAGEAZABvAA==,Not,Not
620,mozilla,https://dev.modern.ie/platform/status/timerelatedinputtypes/,Not,Not
621,mozilla,Review of attachment 706948:,NL,NL
622,mozilla,BuildID: 20151119161153,Not,Not
623,mozilla,#8 0x7f7527935b6f in ~AutoNotifyGCActivity /builds/slave/m-cen-l64-asan-ntly-0000000000/build/src/js/src/jsgc.cpp:1422,Not,Not
624,mozilla,I always get:,NL,NL
625,mozilla,"To buster, not kipp...",NL,NL
626,mozilla,Yup. True statements. When the dialogs pop up with the invalid entry point,NL,NL
627,mozilla,#6  0x40b22630 in nsAppShell::Run () from,Not,Not
628,mozilla,TestRunner:  New longest test EventTimestamp with timeout 30000 takes 7415,NL,NL
629,mozilla,(Gecko:21590): Gdk-CRITICAL **: gdk_window_show_unraised: assertion `GDK_IS_WINDOW (window)' failed,Not,Not
630,mozilla,Review of attachment 640206:,NL,NL
631,mozilla,Try build for windows 7: http://ftp.mozilla.org/pub/mozilla.org/firefox/try-builds/mwoodrow@mozilla.com-666f7861572f/try-win32/,NL,NL
632,mozilla,Rebased. Could this be ready to review and land?,NL,NL
633,mozilla,Thanks for the confirmation.,NL,NL
634,mozilla,adding: install.rdf (deflated 52%),Not,Not
635,mozilla,Reproducible: Always,NL,NL
636,mozilla,Expected: should not be showing the same frames over and over.,NL,NL
637,mozilla,[7.TCID]:,Not,Not
638,mozilla,2-Pull down notification tray,NL,NL
639,mozilla,"Upon closer examination, I realize this is because mozilla kerns text one pixel",NL,NL
640,mozilla,'proxy' to this IP address.,NL,NL
641,mozilla,"display in a modal dialog, go to prefs, change it)",NL,NL
642,mozilla,"somewhat.  I clock in at around 12500ms now, which is around half a second",NL,NL
643,mozilla,https://bugzilla.mozilla.org/show_bug.cgi?id=1046336 will have assets ready to check in by tomorrow.,NL,NL
644,mozilla,rails/ruby_version_check.rb,Not,Not
645,mozilla,Click OK.,NL,NL
646,mozilla,"BIN_FILE_VERSION=""""7.0.0.0"""" BIN_PRODUCT_VERSION=""""7.0.0.0""""",Not,Not
647,mozilla,02:48:34     INFO -  ############ ErrorPage.js,Not,Not
648,mozilla,+  // Arugments to this function should have values scaled to App units,NL,NL
649,mozilla,Also tried with firewall off. happens with many other urls too.,NL,NL
650,mozilla,User-Agent: Mozilla/5.0 (Windows; U; WinNT4.0; en-US; m18) Gecko/20001123,Not,Not
651,mozilla,Build ID: 20150709163506,Not,Not
652,mozilla,"<meta http-equiv=""""content-type"""" content=""""text/html; charset=iso-8859-1"""" />",Not,Not
653,mozilla,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.01//EN""""",Not,Not
654,mozilla,value = String(value);,Not,Not
655,mozilla,{,Not,Not
656,mozilla,This error comes from the following line:,NL,NL
657,mozilla,User Agent: Mozilla/5.0 (X11; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0 (Beta/Release),Not,Not
658,mozilla,"[Blocking Requested - why for this release]: By using same hardware, Youtube app play lower resolution video on fxos compared to android.",NL,NL
659,mozilla,1) teach layout operate with 2 thebes layers,NL,NL
660,mozilla,"gklayout.dll!nsViewManager::HandleEvent(nsView * aView=0x060002a0, nsPoint aPoint={...}, nsGUIEvent * aEvent=0x0012f164, int aCaptured=0)  Line 1383	C++",Not,Not
661,mozilla,https://hg.mozilla.org/releases/mozilla-aurora/rev/0ca928196a14,Not,Not
662,mozilla,Mozilla Application Suite must not be the right product for this bug.,NL,NL
663,mozilla,Notes:,NL,NL
664,mozilla,"3.If a website has disable File menu, unable to change orientation.",NL,NL
665,mozilla,This now WORKSFORME on all feeds that were previously busted for me.,NL,NL
666,mozilla,This makes embed show up in DOM Inspector.,NL,NL
667,mozilla,Lets look at this code more closely.,NL,NL
668,mozilla,I also cannot reproduce this issue by using the release build of 1/14.,NL,NL
669,mozilla,Gaia-Rev        0518f4581a0925c0b703d730ef289ab15cbd1216,Not,Not
670,mozilla,+      MOZ_COUNT_CTOR(nsTextShadowArray);,Not,Not
671,mozilla,the Options' General tab.,NL,NL
672,mozilla,"Breaking on click on dev tools and clicking on """"issues"""".",NL,NL
673,mozilla,User Agent: Mozilla/5.0 (Mobile; rv:34.0) Gecko/34.0 Firefox/34.0,Not,Not
674,mozilla,is still someone working on this?,NL,NL
675,mozilla,#includes for nsAlgorithm.h in bug 817574),Not,Not
676,mozilla,"""""business"""": """"Robert@adatum.com"""",",Not,Not
677,mozilla,!important should no longer be the default value suggested,NL,NL
678,mozilla,int frameCount = (s->rate*afFrameCount*4)/afSampleRate;,Not,Not
679,mozilla,<colgroup>,Not,Not
680,mozilla,else {,Not,Not
681,mozilla,/home/heiher/git/mips64/gecko-dev/js/src/jit/mips64/MacroAssembler-mips64.h:501:9: error: ‘jsval_layout’ was not declared in this scope,Not,Not
682,mozilla,"--> When alarm rings, Setting was killed.",NL,NL
683,mozilla,I/IdleService( 1406): Get idle time: time since reset 1021 msec,Not,Not
684,mozilla,Sorry but your build is to old (1 year old) and we accept only bugs from the,NL,NL
685,mozilla,To confirm previous question: there are no firewalls or anti/virus software,NL,NL
686,mozilla,Could it be that that 21GB file actually gets even bigger up to filling my disc producing the quota exceeded error thing?,NL,NL
687,mozilla,Yippee!,NL,NL
688,mozilla,Sorry for the breakage. Pulling https://github.com/mozilla-b2g/gaia/pull/6906 would have fixed it though.,NL,NL
689,mozilla,"I can reproduce bug 1266161 when APZ is disabled, but not the issue described here.",NL,NL
690,mozilla,"Load Variables (""""week5tx2.txt"""", """"/textload/text2"""")",Not,Not
691,mozilla,"03cafe6c 02fa360f jackf!CallCreateInstance(char * aContractID = 0x02fa79e8 """"@mozilla.org/jackfjackftemplate;1"""", class nsISupports * aDelegate = 0x00000000, struct nsID * aIID = 0x02fa7998, void ** aResult = 0x03cafea0)+0x4e [d:\mozilla\mozilla_source\mozilla\xpcom\glue\nscomponentmanagerutils.cpp @ 120]",Not,Not
692,mozilla,#15 0xfcdd5d88 in nsFrameList::DestroyFrames (),Not,Not
693,mozilla,eax: 0xbfff97d4  ebx: 0x00f667c7  ecx: 0xbfff98cc  edx: 0x1a2b1298,Not,Not
694,mozilla,49 	dalvik-LinearAlloc (deleted) 	dalvik-LinearAlloc @0x23dd9b,Not,Not
695,mozilla,Device Name            scx15_sp7715ea,Not,Not
696,mozilla,Can you reproduce this with Firefox running in the Firefox safemode ?,NL,NL
697,mozilla,"Java support in Mozilla. Java 1.3.0-1 on OpenVMS does NOT include OJI, and",NL,NL
698,mozilla,"As far as I've tested, on my Nexus S, no race condition issue between AudioManager and shell.js. It looks like the race condition happens between shell.js' generated mozChromeEvent and Gaia's statusbar observer.",NL,NL
699,mozilla,"Indeed it does appear that prepending the string """"file:///"""" in front of the",NL,NL
700,mozilla,*** Bug 90673 has been marked as a duplicate of this bug. ***,NL,NL
701,mozilla,xpfe and toolkit. I made changes to the toolkit version as that seemed to,NL,NL
702,mozilla,"+    NS_ENSURE_TRUE((tablelen - 16) / 12 >= numGroups,",Not,Not
703,mozilla,"Reporter, can you please update to Firefox 3.6.10, create a fresh profile, http://support.mozilla.com/en-US/kb/managing+profiles, and test again. If you still see the bug, please update this bug. If the issue is gone, please set the resolution to RESOLVED > WORKSFORME.",NL,NL
704,mozilla,7 	mozjs.dll 	js_SetProperty 	js/src/jsobj.cpp:5407,Not,Not
705,mozilla,a file given in the src attribute doesn't exist. Mozilla should reserve 100x100,NL,NL
706,mozilla,This was not a problem if I clicked on go|History,NL,NL
707,mozilla,flash player.,NL,NL
708,mozilla,is using Ctrl-E for something else.,NL,NL
709,mozilla,"*,nsID const&,int,nsIXPConnectJSObjectHolder * *)+0x4c3",Not,Not
710,mozilla,» HP LaserJet 1100 Printer,Not,Not
711,mozilla,"to the CC list, because although nsFormControlFrame:HandleEvent set the event",NL,NL
712,mozilla,https://hg.mozilla.org/mozilla-central/rev/acdf76fb15b9,Not,Not
713,mozilla,"nsWindow::WindowProc(void * 0x001405b6, unsigned int 7, unsigned int 2033148,",Not,Not
714,mozilla,"3) Type to """"にほんご"""".",NL,NL
715,mozilla,Jesse can probably id the bug georgi is referring to in comment 21.,NL,NL
716,mozilla,"This feature is for those who want to quickly open something new, that doesn't overwrite the current tab.  Opening it in the sidebar (currently the only option) is useless for most web pages, since it is too small, and shrinks the effective window space.  Only another tab (or window) will do!",NL,NL
717,mozilla,4. The previous wallpaper shows about 1 sec firstly.,NL,NL
718,mozilla,[String/UUID change made/needed]: nope,NL,NL
719,mozilla,Merged trunk: https://github.com/mozilla-b2g/gaia/commit/cc47ffdab0e1c4f7341af3f729584a31af6b4e27,NL,NL
720,mozilla,Taking..,NL,NL
721,mozilla,Review of attachment 8711945:,NL,NL
722,mozilla,1 (reserved) = undefined,Not,NL
723,mozilla,"set a default Firefox profile for all users then, it wouldn't be unique.  In",NL,NL
724,mozilla,"Interestingly, if you change """"tweak()"""" in the test case to append a visible character instead of the empty string, the problem doesn't occur.",NL,NL
725,mozilla,ModLoad: 74e80000 74e85000   C:\Windows\system32\MSIMG32.dll,Not,Not
726,mozilla,0,Not,Not
727,mozilla,"nsServiceManagerImpl::GetService(const nsID&,const",Not,Not
728,mozilla,-----------------------------------------------------------------,Not,Not
729,mozilla,"We should add a triangle with a pulldown on the """"pill button"""" that indicates the currently selected action, so it's possible to get an overview of available actions.",NL,NL
730,mozilla,"couple of empty pages (just background color) after the content, too. So this",NL,NL
731,mozilla,"-include ../../../mozilla-config.h -Wp,-MD,.deps/nsCairoDeviceContext.pp",Not,Not
732,mozilla,"(e.g., 'residual font', 'inline/block', '/form & tables', etc.) but if you",NL,NL
733,mozilla,account to compute the nestin elvel (should it)?,NL,NL
734,mozilla,/be,Not,Not
735,mozilla,It is not clear to me why this patch would be causing those bc3 permaleaks:,NL,NL
736,mozilla,Firmware(Incremental)  eng.cltbld.20151116.203255,Not,Not
737,mozilla,"Newline above void (this local ARM style isn't a thing, feel free to use normal spidermonkey style).",NL,NL
738,mozilla,"the code path once the """"Print"""" method is called. And whether """"Print"""" is called",NL,NL
739,mozilla,ModLoad: 76f20000 76f47000   C:\WINDOWS\system32\DNSAPI.dll,Not,Not
740,mozilla,19:22:55     INFO -  Retrying tests that failed when run in parallel.,Not,Not
741,mozilla,#99  0x01d12c3c in nsAppShell::Run(void),Not,Not
742,mozilla,[Feature/regressing bug #]: Long standing bug exposed by e10s.,NL,NL
743,mozilla,"That sounds like a decision that's being made above necko, in the DOM XHR code.",NL,NL
744,mozilla,"dynamic PHP, the HTML page is static, and thusly cached). The Adsense will only",NL,NL
745,mozilla,in a content area is getting put in.  Anything loaded in a chrome area is not.,NL,NL
746,mozilla,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5,Not,Not
747,mozilla,--> 0.9.4,Not,Not
748,mozilla,"summary:     Register allocate loop-spanning references (513843, r=rreitmai).",NL,NL
749,mozilla,We're just about to put out b2. It will be better but the b2-b1 delta means we will probably need another round before moving into bug fixes only.,NL,NL
750,mozilla,Well I think I can confirm that setting nolock on my nfs mount solves this problem; thanks.,NL,NL
751,mozilla,"- Failed to log in to amazon.co.uk (""""No common encryption algorithms"""")",NL,NL
752,mozilla,https://hg.mozilla.org/mozilla-central/rev/e066f112521a,Not,Not
753,mozilla,},Not,Not
754,mozilla,Fix checked in.,NL,NL
755,mozilla,"The cursor blinks everywhere on the page(only one cursor) except the input box. I had to manually bring the cursor to the input box to type in text. When I type in some text on some part of the page(where the cursor blinks), it went to 'Quick find' enabled at the left bottom of the page. This did not allow me to scroll the page up and down, rather when click down, it moves to the last part of the page.",NL,NL
756,mozilla,"Parse a decimal number encoded in |chars|.  The decimal number must be sufficiently small that it will not overflow the integrally-precise range of the double type -- that is, the number will be smaller than DOUBLE_INTEGRAL_PRECISION_LIMIT.",NL,NL
757,mozilla,Works for me. (WinXP SP2),NL,NL
758,mozilla,...,Not,Not
759,mozilla,Played with this try build:,NL,NL
760,mozilla,Fixed typo (added comma),NL,NL
761,mozilla,and volatile int in all other circumstances.,NL,NL
762,mozilla,Mass update: Resolve wontfix all issues with legacy homescreens.,NL,NL
763,mozilla,./dom/browser-element/Makefile.in,Not,Not
764,mozilla,"Yes  I saw that and tried it, using the shift key did not work. I even tried it again it still did not work. I even tried uninstalling the Firefox and reinstalling it. (In reply to comment #3)",NL,NL
765,mozilla,https://hg.mozilla.org/mozilla-central/rev/fed024a1b092,Not,Not
766,mozilla,</HTML>,Not,Not
767,mozilla,code in netwerk/wifi/osx_corelan.mm.,NL,NL
768,mozilla,shouldn't expose that in <html:iframe mozbrowser>.,NL,NL
769,mozilla,only actually in charge of making XLinks look like HTML A links once XLinks,NL,NL
770,mozilla,(Diff revision 1),NL,NL
771,mozilla,"(and it isn't unless invoke_count_word is inlined), then its",NL,NL
772,mozilla,Steps to Reproduce:,NL,NL
773,mozilla,"User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/419 (KHTML, like Gecko) Safari/419.3",Not,Not
774,mozilla,-----------------------------------------------------------------,Not,Not
775,mozilla,"_92f:{_80a:'8',",Not,Not
776,mozilla,bar,Not,Not
777,mozilla,"@@ +399,5 @@",Not,Not
778,mozilla,The problem still shows in Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; it; rv:1.9.2.12) Gecko/20101026 Firefox/3.6.12,NL,NL
779,mozilla,unsafe CPOW usage unity_webapps.js:477:0,Not,Not
780,mozilla,"However, that must not be undocumented. If you decide to allow -1, we must document it in the IDL (in all places where -1 is allowed for the port number).",NL,NL
781,mozilla,static_cast<const gfxHarfBuzzShaper::FontCallbackData*>(font_data);,Not,Not
782,mozilla,https://hg.mozilla.org/integration/mozilla-inbound/rev/8a385ef6f650,Not,Not
783,mozilla,"I haven't looked very much, but I can answer some questions. For example the """"Bold button"""" is defined here:",NL,NL
784,mozilla,"1. When in a page with a textbox, open another page in a tab.",NL,NL
785,mozilla,We need to wait until bug 1215295 hits m-c but I figured we could get the patches reviewed before. If you want to build just check out latest NSS to security/nss/ in your working copy.,NL,NL
786,mozilla,"this is looking excellent now with necko, all the pages load fully, marking",NL,NL
787,mozilla,After upgrading to FF 3.6 the page stopped working.  Then java was updated to 1.6.0_18 and the problem persisted.,NL,NL
788,mozilla,more descriptive variable names wouldn't be a bad idea.... characters are cheaper than they were 30 years ago,NL,NL
789,mozilla,guess that means a [notxpcom] readonly attribute in addition to the restored,NL,NL
790,mozilla,[1] https://github.com/crdlc/gaia/commit/3313801cfee954f4f14e5cf65c0518b004d9a16c,Not,Not
791,mozilla,=============================================================,Not,Not
792,mozilla,more risky than XSS.,NL,NL
793,mozilla,04-07 15:57:23.270 <6>0[ 1271.970682] [   85]  1001    85      205       16   0     -16          -941 rilproxy,Not,Not
794,mozilla,::: devtools/shared/event-emitter.js:78,Not,Not
795,mozilla,http://hg.mozilla.org/mozilla-central/rev/3e05788f1ab0,Not,Not
796,mozilla,#0  0x00007f3dcd439a1c n/a (libxul.so),Not,Not
797,mozilla,"Quick update, as I've been silent thus far. I am currently working on this. It looks similar to https://bugzilla.mozilla.org/show_bug.cgi?id=1265873 and I've confirmed it's a regression from my patch in https://bugzilla.mozilla.org/show_bug.cgi?id=1176011.",NL,NL
798,mozilla,"I'm just including the above steps for posterity, 'cause I think billm has a possible fix for this (woot!), from talking to him on IRC.",NL,NL
799,mozilla,I'm just going to reset some of the flags you've set.,NL,NL
